id,content,recommended,reviewer_segment
8f6bd0de-45bb-5ea4-82d8-8a8954b38bc0,"Не кольору слонової кістки. Цей светр я купила, щоб носити з темно-синьою сукнею. Він не кольору слонової кістки. Він якийсь рум'яний колір???? Зовсім не те, що я собі уявляла. Сам светр гарний. Спинка коротша, як хтось інший описав, що виглядає трохи незграбно, коли його носиш. Однозначно повернення. :(",0,style_and_appearance
2dff85f4-8c6f-5f63-ad09-2efe7d5ff668,Different top I ordered this top in a xs which is what i usually wear in most tops. a little big but just shrunk it. very comfy and love the color.,1,overall_wearability_and_value
cd06f6c0-ba6a-595a-b604-b3b83f44e373,"Missing two large buttons The dress arrived with two large buttons missing from the front complete with unraveling threads. the rest of the buttons are sewn on loosely, and in general, it's poor quality. ridiculous considering the price, very disappointed.",0,material_and_quality
0df87a3b-0025-580e-b088-0d1766b26436,"Luxurious! I just received the acacia swing tank and when i pulled it out, i felt like it was christmas day all over. it hangs nicely and felt luxurious on my skin. even my husband was dazzled. the detailing of the flowers is delicate and feminine. the cutaway gives you a sexy, casual chic appearance that you can dress up or down. i can't wait to unveil this new piece at work.",1,style_and_appearance
33a0a315-a83b-533d-8052-1fdefcacceab,"Я приміряла цей топ, думаючи, що він буде милим для літа. Він виглядав більше як топ для вагітних через об'єм внизу. Тож, якщо ви чекаєте дитину, цей топ буде чудовим.",0,style_and_appearance
a9041375-1463-5e8a-bc08-a08870496b5e,Я обожнюю цей светр. Справжня класика. Я отримую багато компліментів щодо нього.,1,style_and_appearance
3b9868fb-ddf1-57d3-bb50-d1c41dfe3d0b,"Дивно сидить. Я дуже хотіла, щоб ця сукня мені сподобалася, і мене заохотили позитивні відгуки. Сама сукня була дуже зручною, але дуже нелестячою. Верхня тканина дивно лягала на мої ребра і робила мене дуже широкою.",0,overall_wearability_and_value
710842d2-ff35-50a2-80c3-0c396bf2334f,"Маломірить. Я люблю Deletta і регулярно шукаю їхні речі тут, у магазині. Однак ця річ – промах, оскільки, на мою думку, вона маломірить, або ж вам потрібно бути вищою та стрункішою за мене, щоб збірки та виріз сиділи правильно. Мені дуже сподобався колір (замовила коричневий) та матеріал, але вона повертається.",0,fit_and_sizing
23b171f9-eb66-5d42-b4ab-75c3207fa626,"Save your money What a disappointment and for the price, it's outrageous!",0,overall_wearability_and_value
0a6badd4-ed41-54f3-81da-fd5edaccb249,"Cute but thin material Cute shirt with a few nice details: embroidery and tasseled tie in back. a little pricey in my view for what you get. nice, loose cut. true to size. cotton is very sheer. i'm well-stocked on white see-through shirts that require a cami, looking for one that doesn't need layering- returned for this reason.",1,material_and_quality
7c01d098-c0be-5809-8840-a744033251a4,"Stunning late summer sun dress This dress is a keeper. fits true to size, comfortable and love the pockets. it can be a casual day dress or add some jewelry for a night time dinner out. i was concerned with the fabric being a velvet material but is very light and comfortable",1,overall_wearability_and_value
9ed163c4-f5d7-55ed-a8b5-3302f5daffd1,Comfy and stylish I'm 7months preggars and this top actually compliments my belly. extremely comfortable.,1,overall_wearability_and_value
379312d7-2049-59c9-8b2f-66d2bc655e11,"Scratchy, uncomfortable top The title says it all....this fabric of this top is both the best and worst part of the design. the colors are vibrant and the combination of materials (shoulder is a knit, sweater-like navy fabric) is interesting. however, that is where the positive comments end on this one. the top is so scratchy,, stiff, and, frankly, uncomfortable. i cannot imagine wanting to wear it. it could benefit from a lining, and that might have solved the problem of scratchy, itchy fabric. the stiff fabric of the bo",0,material_and_quality
4ae9d349-8ed9-5281-a23a-d2cabe469461,"Чудовий фасон, але тканина могла б бути кращою. Я купила цю сукню чорного кольору з візерунком у горошок, і фасон просто чарівний. Мені подобається завищена талія, і сидить вона дуже гарно. V-подібний виріз трохи глибокий, але під низ можна одягнути майку для більшого покриття. Моя головна претензія – це тканина. Вона дуже тонка і надзвичайно легко мнеться. На щастя, темний колір це приховує, але трохи розчаровує, наскільки легко вона мнеться. Чудовий фасон з легінсами або колготками – справді всесезонна сукня. Для мене виявилася дуже великою – я купила",1,material_and_quality
7fa270d9-1569-511a-91fb-7983e3db46b7,"Я вагалася, чи залишати, але чим більше я його приміряла, тим більше він мені подобався. Мені здається, це буде чудовий зимовий повсякденний топ. Причина моїх вагань полягала в тому, що він досить великий. Мій зріст 163 см, вага 49 кг, і розмір XS на мені досить об'ємний. Але він настільки чортівськи незвичайний і жіночний, що я змирюся з тим, що тут так багато матеріалу. Думаю, він все одно милий. Тканина також дуже м'яка всередині, тому буде затишно.",1,overall_wearability_and_value
fea4828d-cddb-5f5d-aa6a-c84d0268ca0c,"This top is made from a thick, sweatshirt-type fabric, making it a nice choice for transitional weather. the details are quite unusual and lovely. i just got it and i've already worn it twice.",1,material_and_quality
41bf03e3-25bd-50eb-83b3-7bb68f78b71c,"Runs extremely large. i got an xs and am 5'4"" 115lbs and this would have fit someone who typically wears a size 10-14 and is 5'6"" and above. very disappointed with the size. the quality of the fabric wasn't great either. i wanted it to work so bad but just didn't!",0,fit_and_sizing
2b3719ce-8a5b-5853-8ce4-2294f22910fe,"Гарно пошита, кольорова. Добре пошита сукня, але забагато тканини на мій смак. Вона трохи важко лежить на тілі і не створює ефекту стрункості. Кольори яскраві та гарні, але сукня також занадто довга. Як зазначали інші рецензенти, передня частина занадто низько вирізана, але якщо її повернути, вона виглядає і відчувається краще. Мені, на жаль, не підійшла, я її повертаю.",0,fit_and_sizing
44cd8376-8d3b-576e-915c-7cf8789a4e86,"Чудовий. Ціна вартувала витрат, безкоштовна доставка та спеціальна знижка допомогли. Як тільки я побачила цей светр, я була зачарована. Легка, повітряна вага та ця текстура ручної роботи роблять загальний дизайн чимось особливим. Це той тип светра, який має неперевершений стиль. Великі кишені-кенгуру трохи налякали мене, але після примірки я зрозуміла, що вони не відволікають.",1,style_and_appearance
0e3daafe-4966-5db0-8daa-92a192bfe7db,Amazing soft jacket This jacket is so adorable on! i have no idea why retailer styled it with a chunky cream turtleneck under it considering the jacket is also cream and it's hard to tell what it even looks like?! i've been searching for a coat like this to give my leather jacket a break. in my opinion a lot of the faux coats look like they have cheap itchy material. this definitely does not! it is super soft and the faux fur is of high quality. the inside is also lined and feels like a very thick soft jersey sweater,1,material_and_quality
d191ef8d-4c59-5f9b-8330-5d7e13932c47,"Чудова сукня, але не для Техасу. Я купила цю сукню, щоб одягнути на пляжне весілля. Мені сподобався колір, як вона сидить і стиль. Я навіть отримала багато компліментів. Проблема була в тому, що весілля було на пляжі, у Флориді, при температурі 29 градусів Цельсія, і коли ти потієш, тканина змінює колір і дуже-дуже довго повертається до норми! На жаль, мені довелося її повернути. Було б чудово носити її в приміщенні, просто стежте, щоб на неї не потрапляла вода чи щось інше!",0,overall_wearability_and_value
693d64a0-560f-5747-aad6-346271f12131,Not flattering if your have large top. made well and very cute for thin no boob person,0,style_and_appearance
c70bda30-c720-5339-b7d1-77023120d657,"Не вартує своєї ціни. Сидить великим, легко мнеться і не те, що я очікувала за таку ціну.",0,overall_wearability_and_value
90eacad9-79c9-58de-973e-34bb8a4e1641,"Buyer beware! These pants were wonderful...for 2 seasons. yes, for almost $200 a pop they don't even last a full year! loved them so much, i bit the bullet & bought 4 pair. all 4 started to rip in the same spot! i tried to contact ag directly & they do not back up their products after 30 days. fortunately, retailer was wonderful (as always!) i will buy pilcro from now on - much better product for the money.",0,material_and_quality
9bc0944e-9f91-5ddd-b5eb-09610483f9b9,"A wrinkled mess I love anything orange- when i saw this coat online, i ordered it as i loved all the features. the features of the coat are fun- however the coat came all bunched up in the package. i let it hang for a couple of days but the wrinkles were awful and even steaming and an iron would not take the creases away. i tried the coat on - the buckles were poorly made. i ended up returning this jacket.",0,material_and_quality
a7857510-8c2e-5b00-8e77-916ed3c057d3,"Для пишних або високих, не для тих, у кого немає талії. Тканина, така прозора! Така легка! Візерунок, такий гарний з такими цікавими кольорами. Він буквально пасує до всього! Фіолетовий, жовтий, помаранчевий, зелений – все це є. Але ось «але».... У мене немає талії! І коли я одягаю на себе цей тип силуету ампір, я виглядаю так, ніби ношу мішок, або ніби у мене є новини про вагітність – хоча це не так. Я спробувала підперезати його: пояс занадто високо; я спробувала одягнути жилет, занадто «Енні Холл» і привернуло занадто багато уваги до рукавів, додаючи",0,fit_and_sizing
525c2ae9-0ab5-5c14-8ffa-b0d07b9d54ac,"Гарна та зручна, купуйте на розпродажі. Я відчуваю те саме щодо цієї сорочки, що й щодо футболки Sungarden. Це чудовий візерунок, і мені подобається, як вона сидить (не облягає), але вона трохи просвічує. Це не так погано, як інша футболка, але з цією сорочкою не можна носити контрастні або візерункові бюстгальтери (якщо це, звісно, не ваш стиль). Зважаючи на це, я задоволена нею, тому що це м'яка та гарна сорочка, яку я часто носитиму в теплу погоду. Я дуже рада, що купила її на розпродажі. Повну ціну я б за неї не заплатила.",1,material_and_quality
9e9b1614-2136-5221-b8a9-24697a8cfeee,"Needs a better discription I was so excited for this to arrive. at the end of last summer, my favorite shirt (you know the kind - dresses up or down with ease - it's your go to for work or a night out with friends) was ruined and i have been searching for the perfect replacement. i thought that this would be a good contender, but i was ever so disppaointed when i opened the bag... firstly, the base color is not accurately represented in the photograph - in person its more of a peachy off-whte instead of white. still pr",0,style_and_appearance
08eebbc6-7584-5588-968a-03c5a9dae47b,"Чудовий вигляд та посадка! Обожнюю ці шорти. Я купила їх персикового кольору. Колір ідеальний, посадка ідеальна, виглядають чудово. Дуже рекомендую!",1,style_and_appearance
cf43e02d-30d0-58fe-ba34-e9a28356d7cc,Цей виріб має милий дизайн та приємну тканину. Цей багатошаровий топ відповідає розміру. Стиль модний та милий. Тип тканини приємний. Мені подобається дизайн спинки. Я однозначно рекомендую його. Він вартий своїх грошей.,1,overall_wearability_and_value
84b8152f-c8c2-5276-b211-a71b3e1fa668,"Річ не мала сенсу. Ця річ мені не сподобалася. Можливо, тому що я фанат ""Янкі"", але вона нагадала мені дорогу прозору бейсбольну майку. Я не вважала її доречною для офісу, але й для повсякденного носіння вона була занадто ошатною. Я її повернула.",0,style_and_appearance
1001a376-94ea-58e3-8679-ad6fa99fc259,"Meh... This shirt was on sale, and it was a good price. that is where the goods ended... the shirt was not flattering. i sent it back asap!",0,style_and_appearance
23123607-4f6b-55ce-935b-4030d96cbfc1,Terrible! The back of the shirt has a tag stitched in with red thread that goes through to the outside of the shirt. it is very visible and looks terrible - especially since the back is the focal point of the shirt. do not recommend,0,style_and_appearance
3be064c0-9a04-58f0-91f4-1cfce18ee2c2,"Це як витвір мистецтва, але, на жаль, мені не пасує. Це як витвір мистецтва, але, на жаль, мені не пасує. Мені дуже сподобався вигляд, і я навіть думала віднести її кравцю, але матеріал загалом дуже жорсткий. Якщо ви дуже мініатюрні і вам потрібно щось, що створить ілюзію стегон, вона може вам сподобатися. Дуже шкода повертати цю річ.",0,fit_and_sizing
509ffada-f7fe-5ed0-b637-632df26cc1e4,"Гарна, але вже кошлатиться. Мені сподобалася ця сукня, і вона чудово сиділа на мені: 5'7, 115 фунтів, носила розмір XS. Вона була трохи тіснішою, ніж я хотіла, але розмір S був би занадто вільним. На жаль, коли я отримала сукню, на рукавах вже були ковтунці. Вона виготовлена із суміші поліестеру, і хоча її можна прати в машині (ура!), я уявляю, що ця сукня дуже легко кошлатитиметься, і я б хотіла, щоб тканина була вищої якості за таку ціну, тому я її повернула.",0,material_and_quality
daabb56d-6767-5fcd-bcf9-ba02e0096517,"Красива літня сукня. Я приміряла її вчора в магазині, бо мене привабив насичений фіолетовий колір і гарний принт. Я взяла свій звичайний розмір 2 (5'2"", 110 фунтів), і хоча вона добре сиділа, залишалося забагато місця в грудях та навколо плечей/рук. Я попросила магазин замовити мені розмір 2 petite, і впевнена, що це допоможе. Форма сукні трохи пряміша, ніж здається на фото, і вона зовсім не збиралася на талії, але я все одно вважаю її вдалою. Я впевнена, що буду її часто носити.",1,fit_and_sizing
1d6baba2-e9f2-5fbe-9f8d-8e1f8dc0eafc,Comfortable but not for extreme yogis This bra is incredibly comfortable but not meant for practices that involve a lot of movement (i.e.: vinyasa) but is perfect for lounging and personal practice. the orange is a beautiful color,1,overall_wearability_and_value
60ce094d-c591-5e86-8e7b-1393073119a8,"Чудове пальто! Це картате пальто таке ефектне — і вживу виглядає ще краще, ніж на фото. Я його обожнюю!! У нього чудовий дизайн, включаючи розташування ґудзиків та красиву осінню коричневу підкладку. Воно досить тепле поверх тонкого светра, тканина дивовижно м'яка. Я отримую багато компліментів щодо нього! Дві подруги вже його купили. Зазвичай я б взяла розмір 12, але 10-й підійшов ідеально. Це чудове пальто!!",1,style_and_appearance
d12732f1-8d9d-53aa-b630-e51f73a57be9,"Greek goddess-style not for all! If you have any curves, avoid! it is not flattering. the striped side panels look odd with the flow of the dress.",0,style_and_appearance
4b6f9bdb-4a52-5c82-9e8b-8839956fd23e,"Жахливо, але мало такий потенціал. Коли я побачила це онлайн, одразу додала до свого списку ""обов'язково купити"". Я ненавиджу платити непомірні збори за доставку, які стягує продавець, тому чекала, поки зможу дістатися до свого місцевого магазину, тим часом, схоже, воно розпродалося онлайн, але я впевнена, що незабаром знову буде в наявності. На щастя, у моєму звичайному магазині воно було, і я дуже рада, що не витратила гроші чи час на замовлення онлайн. Це могло бути чудовим, але знову Antho промахнулися. Чого не показує фото товару онлайн, так це те, що воно має доль...",0,style_and_appearance
1a663885-08d7-581f-bcb7-edd43f743c8c,"Чудова річ для осені. Мило і зручно. Якщо не виставляти ногу, як модель вище, воно здебільшого виглядає як спідниця, тому що штанини дуже широкі. Але воно дуже зручне і чудово поєднується з дивовижною кількістю топів.",1,overall_wearability_and_value
cad692c4-e7b7-5aba-95a6-8e049eb8356e,"Погана якість, матеріал виглядає набагато тоншим і дешевшим, ніж на фото.",0,material_and_quality
f33ef831-9f5a-5cf4-8da6-318bb9d5e636,"Super flattering! This dress was a 'maybe' for me online but when i tried it on i was totally won over! i got the raspberry, which is a really pretty color. i have 34dd chest and it fits nicely on me, fairly true to size and is super flattering on me- more so than most swing dresses. love it.",1,style_and_appearance
63d72b3c-3465-5499-b611-ad2dd400c286,"Beautiful concept. failure in reality. Beautiful floral print and while i like the concept of this dress it was a total failure for me. where the knit meets the print hit me at the top of my bust, truly a disastrous look for a bustier figure since the fabric just drapes down and made me look much larger than i actually am. same with the arms, if the white knit had carried down to the elbow it would have elongated the arms instead of cutting them off mid biceps to make them look like giant hams. i'm 5'6"" and a classic size 8 and this",0,fit_and_sizing
b3dfd0d1-ae18-53b1-9b2b-8f627a315388,"Тканина чудова – важко одягати. Я знаю, що комбінезони зазвичай не найлегші в одяганні, і хоча мені сподобалася ця тканина, одягати його було справжнім мученням – без блискавки тощо. А ґудзики крихітні, і оскільки тканина не тягнеться, його важко навіть приміряти. Довжина шортів була чудовою, а посадка просто нормальною, загалом я не думаю, що воно варте своєї ціни.",0,overall_wearability_and_value
6552dfed-6155-54ac-9d5a-d9f79a46655b,"Disappointed in the fit This dress is so pretty and the fabric is tightly woven so that it won't stretch as much as other sweater dresses. i am disappointed in the sleeves though. the cut is way below the armpit so that when you raise your arms, it pulls tight and is uncomfortable. for the price, and the amount of time i wanted to wear it, it's not worth keeping. another thing is that the fabric is tightly woven so if you are cold natured and ok with the sleeve issue, this is the dress for you. however, if you are hot",0,overall_wearability_and_value
d92dc5e6-cd5e-5427-8640-ca91e39c1228,"Beautiful and unique top This top is beautiful and unique, but also i predict it will be high maintenance with the sleeves -- definitely have to be careful with the delicate sleeves.",1,material_and_quality
1d4d7a74-0878-5185-a618-895fd290f58d,"Very disappointed I loved these pants and purchased them in three colors. like another reviewer, within a few weeks, having worn them no more than a couple of times, the fabric in the crotch area started to wear thin and two pairs developed holes. i was not hard on the pants - just wore them to the office - and line dried them. so disappointing, as i really did love the pants. total waste of money.",0,material_and_quality
08782359-aaf7-5bbe-a7eb-295d5633b943,"Матеріал чудовий і м'який, але посадка – це вже інша історія. Я ношу розмір 12/14, але маю дуже маленькі груди. Цей костюм однозначно призначений для когось з більшими грудьми. Набивка була занадто великою. У мене також довгий тулуб, тому баска просто не сиділа там, де мала б. Дуже шкода. Воно дуже гарне. Але виглядало жахливо.",0,fit_and_sizing
59af2a1b-dbd5-5a69-b92e-49703b3a9401,"Cozy and fun! I love these with tunics and little dresses! they hit at a funny place on my hips, though; i wish they were a bit higher-up. since the waistband is thick, they show through tops unless they are pulls up above my hips, and they're a bit too short-waisted for that. but i was able to stretch them a bit, and i love them!",1,fit_and_sizing
0291d380-ceb9-56db-9b9c-53b98d5a2422,"Я купила цей светр на розпродажі і обожнюю його. Він дуже милий, зручний і унікальний. Розмір відповідає дійсності.",1,overall_wearability_and_value
af820a1e-ac31-5214-8b71-79b13c4e28ba,"Гарний колір слонової кістки у вінтажному стилі. Я приміряла звичайний розмір у магазині, і мені однозначно потрібен petite (5'1.5', 115 фунтів). Сукня зручна, а колір слонової кістки надає їй вікторіанського вигляду. Рукави гарно прикривають плече у вигідному місці, де зустрічаються м'язи. Є підкладка, тому вона не просвічується. Довжина була занадто великою, тому мені потрібен petite, також вона була вільною, я б хотіла, щоб вона була трохи більш приталеною, зовсім трохи.",1,fit_and_sizing
d8bb29d0-8849-5dd3-a2f5-f7e610c5a764,"Випадково сексуальна. На вішалці я думала, що це буде чудова сукня для роботи, але на моїх вигинах вона виглядала досить скандально. Дуже глибокий виріз – доведеться заколювати, і облягає форми (якщо вони у вас є). Вона зручна, і мені подобається візерунок. У мене є кілька трикотажних суконь Maeve, тому я не очікую, що вона прослужить неймовірно довго, але зі знижкою 25% це була вигідна покупка.",1,overall_wearability_and_value
681e4ac7-c688-51ca-a603-dc2d331526c4,"Really beautiful top. i agree with the others, a bit on the short side. it is cut a little wide but has a nice flow. the color is not pink. it is a blush type color that can be hard to wear for some skin tones, but i'm going to make it work because the top is too pretty to pass up.",1,fit_and_sizing
f00ca6b5-9737-5ea2-be97-878cfd80f5a3,"So unflattering....nothing like picture I agree with the other reviewers, this top is completely disappointing in every way, i could not believe it was the same top i pulled from the bag. where to begin,....... it runs really big it's short and boxy, not at all like it appears on the model, this must be pinned a lot in this picture. colors are completely dull in person, i really think this picture was lightened a great deal. fabric feels cheap and stiff lining is stuff and poorly sewn. i haven't one positive thing to say about t",0,fit_and_sizing
a3b0b9a8-873b-5965-88af-4be6e2c3a90e,Unique take on sweatshirt I liked that this was a unique take on a sweatshirt. pretty seam down the back and weight of material. i'm going to return it because i wish it was a little more of a loose/baggy fit and under-pattern is darker than i thought.,1,fit_and_sizing
e0993d10-337b-5c61-92c9-6932691d35ed,"Мило. Безумовно мило і добре сидить, але потертості на колінах відкриті і, ймовірно, стануть гіршими, варто було б, якби ціна була нижчою... можливо.",0,material_and_quality
0b3ed029-092f-5c34-bff9-8c25eccaef17,"Just didn't work for me This top does look as pictured, the sleeves hit me the same and the size was true... i just didn't like it... it was shorter than i wanted in length and i just didn't feel like this top was worth the price so it's going back. i feel like i have had shirts with this texture and over time, they just didn't wear as well so i was afraid with 3 kids it wouldn't be a good idea. i paired it with a blazer and it looked great, but on it's on, i don't know, just not for me. for reference, i am 5'8'' 128lb",0,overall_wearability_and_value
4393d0ac-8024-5caa-ace7-0354505fa7cd,"Дивовижно все!!! Спочатку я вважала фото цієї блузки приголомшливим, бо кольори привернули мою увагу. Зважаючи на це, я почала думати про всі ті численні події, на які її можна було б одягнути, як у святковому, так і в повсякденному образі. Тож... я одразу ж замовила її, параноїдально боячись, що інші думають те саме, що й я. Ну, я отримала її поштою, і вона виявилася кращою, ніж я думала!!! Кольори та крій цієї блузки такі ж, як на фото. Особисто я обожнюю цей виріб/візерунок мистецтва, оскільки бачу в ньому вираз...",1,style_and_appearance
f2c3f615-277f-5a01-9e72-2e10f0e218c1,"Мій зріст 5'4"", зазвичай ношу розмір S у магазинах, штани 6-8, я купила 8 petite.",0,fit_and_sizing
132aeab4-db11-548f-bddd-3d39e6492d16,"This cardigan is so much more beautiful in person. i thought it would be very lightweight, but it has a nice weight to it. this will go with absolutely everything and looks lovely on!",1,style_and_appearance
9ef2996b-13a3-5835-9cf7-cdb49b01ab1e,Sheds This cardigan is very soft and feminine. it looks nice on but it sheds everywhere. i decided to pass on it when it got white fur all over the other clothes in the fitting room. if you don't mind the shedding then i would recommend this sweater.,1,material_and_quality
9aff54a6-a867-5665-ba77-1f7adfbb9a2a,"Величезна.... Я знала, що крій цієї сорочки був вільним, але ця просто величезна. Я ношу L або XL у магазині, а взяла M/L і просто потонула в цьому топі. На жаль, я її поверну.",0,fit_and_sizing
06140a76-0751-588b-8fe8-584f828bc9f3,"Я отримала кілька компліментів, коли одягла цю сукню. Вона дуже зручна і чудово підійде для осені.",1,overall_wearability_and_value
36dce261-2242-59a0-bc34-4a4ad8fe8fe2,"I ordered the black and it was a soft black, which i loved. i felt like the shirt was a little boxy (i was hoping the top would have been a bit more fitted (the arm holes are loose) and the bottom a little longer, but i like it enough that i am keeping it. works well to wear to work.",1,fit_and_sizing
86970cd5-1e58-5b8f-a4b5-3e85c3467c36,"Гарна святкова сукня з деякими проблемами. Це гарний вибір для святкових зустрічей. Мені подобається, що довжина до коліна, тому вона досить консервативна для офісних заходів. Розмір S мені добре підійшов – я зазвичай ношу розмір 2/4 з невеликими грудьми. На мою думку, вона маломірить, і тим, у кого більші груди, доведеться брати більший розмір (але тоді, можливо, талія буде завеликою). Проблема з цією сукнею – якість. Тканини жахливі. Делікатна сітчаста тканина на верхньому шарі спідниці застрягла в блискавці...",1,material_and_quality
ffbe55d3-0117-5752-bf9a-a2fb97981a01,"So sad not mine Love everything about this beautiful coat except the way it fits on me. it is just perfect in the shoulders but once it flares out at the bottom, i look like a clown costume. if i size down it will not fit in my shoulders. perhaps a tailor can install buckles that match the neckline buckle to the sides of the coat to fold in the flare. on another note the buckle at the neckline feels very hard and fake, not sure if it's real leather.",1,fit_and_sizing
a4cd6c68-6759-5897-a55e-cfd33b5d3695,"Чудовий візерунок. Мені подобається ця сорочка. Якість чудова, і вона дуже м'яка. Довжина здається трохи короткою, я буду носити її лише заправленою у спідницю з високою талією. Пройми для рук тісні.",1,fit_and_sizing
d513397e-d39c-5801-902c-e94f323040a7,"Nice summer weight t Pros: versatile summer weight t. perfect with jeans. flattering cut. nice color palette. made in the usa. reasons for not giving 5's for overall rating and quality... shirt is a bit short overall (i'm 5'4). fabric is thin and a mixed blend of poly, cotton, and rayon. will have to be careful with washing. better if you can purchase on sale. regular price was steep for a t-shirt.",1,overall_wearability_and_value
59a75b97-67ee-59ad-8e6d-c9d5aa4115b9,"Чудовий принт, маломірить у грудях. Мені сподобався принт на цьому топі темно-синього кольору на фото, а вживу він сподобався ще більше. Він чудовий, і топ відчувається високоякісним. Однак, як завжди з одягом Maeve, він сидів на мені дивно. Я маю пишні форми з невеликою верхньою частиною тіла (34 D), але більшими грудьми, і топи Maeve майже завжди занадто тісні в грудях і занадто вільні навколо талії, що принаймні на мені створює вигляд вагітної. Я відчуваю, що їхня модель для примірки, мабуть, має невеликі груди, тому для жінок з невеликими грудьми цей топ був би чудовим. Я завжди",1,fit_and_sizing
c3dab2fe-9752-5ae7-b11e-e10ad195dea8,"Great jumpsuit Great material, creative design... luckily i am small-busted and will be able to get away with nothing underneath. the closure/knotting on back is innovative. a sexy jumper",1,material_and_quality
32e3361f-8bb1-5fc3-aec4-8a47bc4fd877,Poor quality It's a cute top but once i washed in cold water and laid flat to dry it shrunk and lost it's shape. very disappointed. i am going to return top.,0,material_and_quality
e66df035-e679-5ed3-8c69-d31715a4a6ce,"Чудовий фасон, поганий стан. Подобається фасон і те, як ця сукня спадає. Але мені надіслали брудну, заплямовану сукню, тому я її повертаю. Не рекомендую",0,style_and_appearance
9f124127-7d23-59fc-a50d-0ce5bf53ae3a,"Ідеальна сукня-светр, щоб прикрасити зиму. Ця сукня дійсно приємна та легка у носінні всю зиму. Кольори дуже легко поєднуються, і, як згадував попередній рецензент, мені подобаються прозорі рукави. Я дуже хвилювалася щодо комфорту тканини, тому що більшість суконь-светрів завжди розчаровують. Ця сукня надзвичайно зручна в носінні. Вона зовсім не колеться. Вона м'яка та комфортна для зими навіть у приміщенні, коли опалення працює на повну. Сукня підійде за розміром, який ви зазвичай носите, однак вона може підкреслювати нерівності фігури. Я б",1,overall_wearability_and_value
9ab9add1-06f2-59f1-a096-298be69d304c,"Бабусині рукави. Дуже милий светр, і я була повністю в захваті, а потім подивилася на рукави (які не показані на фотографіях). Чого ви не бачите, так це бабки (паєтки та блискучі намистини, придатні для жінок 4 і 84 років). Фу. Шкода – одразу повертаю.",0,style_and_appearance
acddeb2e-3e4d-5805-8c01-95b1c38c8565,"Плюси та мінуси. Я приміряла це в магазині після того, як побачила онлайн. Матеріал був м'яким і гнучким, що було приємно – я хвилювалася, що він може бути жорстким. Однак, було трохи важко одягати та знімати через блискавку на спині та високий виріз. Загалом, як мініатюрна людина, я відчула, що плями були занадто громіздкими для мене. Але якщо вам подобаються плями і у вас немає проблем із блискавками на спині, то беріть.",1,material_and_quality
4dd8a4fd-b581-51ac-a572-caef77ddfabd,"Нічого особливого. Я приміряла цю сукню в магазині. Вона виглядала незграбно. Драпірування не прикрашало. Тканина здавалася дешевою. Я думаю, що за таку ціну є багато інших варіантів суконь, які можуть надати вам ""вау""-вигляд. Мій зріст 5'1"", вага 107 фунтів, і розмір 0P підійшов добре.",0,style_and_appearance
4ee8e36d-8534-5b7e-ba6c-2fceb65a0470,"Красива літня сукня з яскравим веселим принтом. Я думаю, що вона вартувала ціни зі знижкою, яку я заплатила. Вона гарно сидить і прикрашає фігуру. Я взяла на розмір менше, ніж мій звичайний 8, тобто 6. Однак, як зазначали інші рецензенти, пройми/верх-халтер занадто вільні, і незалежно від того, наскільки туго я зав'язувала або який бюстгальтер носила, бюстгальтер видно з боків. Я збираюся віддати її кравцю, і тоді вона буде ідеальною. Не можу дочекатися, щоб одягнути її у відпустку!",1,fit_and_sizing
9f54f1b9-c459-5f9d-9a25-4c51b117b03f,"Подобається вигляд! Мені подобається стиль і вигляд цієї блузки, але посадка мені трохи не підходить. Зазвичай я ношу розмір L або XL. Я не думаю, що вона була в розмірі XL, тому вирішила спробувати L. Я б сказала, що вона вільна, за винятком рукавів. Я виявила, що рукави дивно тісні... і це не та область, з якою у мене зазвичай проблеми. Основна частина гарно приховувала мої проблемні зони (середину). Я вважаю виріз дуже привабливим, і він гарно сидів на моїх грудях розміру DD. V-подібний виріз глибокий, але ви не відчуваєте себе надмірно відкритою. б",1,fit_and_sizing
7655a5ad-a3a0-566e-8380-93ebac67c3bf,"Cute, but a struggle. This romper is cute. i won't deny that. however, the rayon fabric made me really feel like i was wearing pajamas. i was afraid it would wrinkle horribly. however, the real problem with this romper is how hard it is to get on and off your shoulders. i'm short, but have a little wider shoulders, so, perhaps that was the issue. it seems like another reviewer had the same problem. there are only two snaps from the waist up and nothing to open it further from the waist down, so, i had to do some cont",0,overall_wearability_and_value
d2c0c00c-06e4-5db0-a6d9-7a659938d26a,"Мила, але занадто коротка. Ця сукня сиділа на талії в дивному місці і була занадто короткою. Я б не почувалася комфортно, нахиляючись. Вона була трохи занадто пишною, що також не прикрашало. Я дуже хотіла її полюбити, тому що дизайн чарівний. Мені потрібно її повернути!!",0,fit_and_sizing
d99f579a-d997-5f65-a778-9e9d1265af54,Very nicely made Great feeling trench. can dress it up or down. just be prepared to take a steamer with you. it comes wrinkled and will wrinkle very easy.,1,material_and_quality
